日期,淨尖峰供電能力(MW),尖峰負載(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,林口#1,林口#2,林口#3,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,興達#2,興達#3,興達#4,大林#1,大林#2,和平#1,和平#2,麥寮#1,麥寮#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6，GT#9),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,太陽能發電
20220227,29926,26196,3730,14.24,317.2,237.145,0,0,0,0,94.7,94.5,75.8,76.1,76.1,52.5,52,0,51.9,53.6,0,53.2,53.3,51.3,0,30.6,0,0,32.4,76,0,57.6,31.2,47.1,33.3,52.4,33.6,268.2,328.3,127.3,70.4,36.4,46.1,0,0,52.8,27.1,50.4,105,28.2,0,9.8,9.2,22.6,15.6,16.5,10.8,3,5.9,2.7,32,78.3,5.3,2.8,4.8,8.1,0.2,19.2,15.4,0
20220228,31464,27337,4127,15.1,323.679,241.988,0,0,0,0,94.7,94.5,75.7,76,75.9,52.5,51.9,0,51.9,53.6,53.2,53.2,53,0,0,30.6,0,0,32.5,76,0,60.4,36.1,47.1,47.3,57.2,35,268.5,356.4,127.1,65.6,56.9,46.1,0,60,52.5,27.1,115.3,51.4,28.1,0,10,13.2,22,16.8,16.9,11.5,3,4.7,2.2,30,63.8,5.5,2.8,5.5,8.1,0.2,19.6,0.4,2.2
20220301,33013,30503,2510,8.23,372.927,253.837,0,0,0,0,94.6,94.4,75.7,75.9,76,52.4,51.5,0,51.8,53.6,53.1,53.1,53.4,0,0,30.6,0,0,32.5,75.9,0,60.3,27.4,47.4,52.1,57.2,48.4,330.1,363,132.9,71.6,98.7,92,47.8,60.1,51.3,26.6,119.3,102.6,57.4,0.3,8.7,15.5,29.3,16.1,17.1,10.6,3.4,4.2,2.1,32.2,65.6,5.5,2.8,5.8,8,0.2,23.9,0.6,0.5
20220302,33813,30678,3135,10.22,383.474,261.017,0,0,0,0,94.7,94.5,75.6,75.9,76,52.1,52.3,0,51.6,53.4,53.1,53.1,53.5,0,0,30.5,0,0,32.4,75.9,0,60.1,47.3,47.4,52.2,57.2,55.5,329.1,358,124.5,64.9,98.6,92,48.4,60.1,52.3,27,113.6,102.7,53.7,0,8.5,6.3,12.3,16.2,17.2,11.3,3.5,6.7,3.2,29.6,35.8,5.3,2.8,4.8,8,0.2,24.2,65.3,0.4
20220303,36082,28956,7126,24.61,352.756,240.108,0,0,0,0,0,0,75.8,76,76,52.1,52.2,0,51.9,53.6,53.1,53.1,53.5,0,0,0,0,0,0,0,0,59.1,0,8.5,0,0,48.5,345.2,370.5,110.9,27.8,0,92.1,47.4,62.6,52.4,26.7,119.3,99.2,86.9,37.6,13.7,18.6,34.9,16.3,17,11.7,3.9,6.2,1.7,60.9,112.5,5.4,2.8,5.1,3.6,0.9,21.4,19.7,250.2
20220304,33477,30215,3262,10.79,372.016,253.217,0,0,0,0,0,5.2,76,76.8,76.8,52.8,52.8,0,52.1,54.6,54.5,54.1,54.5,0,0,0,0,0,15.7,0,0,60.2,50.9,56.9,52.3,33.8,58.6,333.6,355.4,164.8,60.9,83.7,85.3,47.5,60.2,51.1,26.5,117.6,91.4,86.7,10,14.6,4.3,6.7,7.8,7,4.9,4.1,2.5,0.8,14.9,27.1,4.3,2.8,0.3,3.7,0.1,19.8,0.6,357
20220305,31739,27401,4338,15.83,349.003,237.553,0,0,0,0,27.6,94.3,75.9,76.2,76.2,47.4,47.4,0,47,48.5,48.2,48.2,48.6,0,0,0,0,0,52,75.9,0,60.1,50.9,42.5,52.1,57.3,34.1,306.3,333.3,165,76.8,36.3,41.8,48.2,60,47.7,26.6,116.3,93.3,28.6,0,8.6,3.1,7.9,8.1,7.5,6,3.5,5.6,1.3,30.2,67.4,4.3,2.8,3,8,0,19.5,23.3,0.6
20220306,30994,26361,4633,17.57,329.172,224.055,0,0,0,0,94.5,94.4,66,76,76.1,42.9,42.5,0,42.6,43.6,43.3,43.1,44.2,0,0,0,0,0,52,75.9,0,57.5,49.5,42.5,52.1,52.3,36.5,237.3,351.9,174.3,100.3,57.9,42.3,48.4,0,44.5,27.3,40.3,90.5,28.4,0,8.4,4.7,6.9,8,7.5,6,3.9,3.4,1.1,42.6,81.2,2.9,2.8,2.5,8,0,18.8,23.8,0
20220307,32244,29717,2527,8.5,366.715,249.61,0,0,0,0,94.5,94.4,0,76.3,76.3,52.1,52.4,0,51.6,53,53.1,52.9,53.5,0,0,0,0,0,51.9,75.8,0,60.1,50.9,37.6,52.1,57.3,64,303.5,375.1,199.9,69.3,77.9,88.4,49,60,50.7,27.9,108.2,99.9,28.1,0,11.2,7.2,14.6,8.9,8.6,6,4,2.7,0.7,16,61,1,2.8,3,8,0.7,22.2,71,0.5
20220308,33234,29944,3290,10.99,373.121,253.97,0,0,0,0,94.5,94.5,0,76.4,76.2,51,51.8,0,51.3,53,52.8,51.2,53.5,0,0,0,0,0,32.6,76,0,60.1,50.9,42.6,47,57.2,65.6,308.8,375.4,208.2,78.2,61.1,92,48.7,60.1,52.5,27.3,119.3,105,28.3,0,7.5,7.8,12.5,8.6,8.1,6.1,3.9,1.7,0.4,30.3,63.3,5.4,2.8,3.1,8,0.4,24.2,62.4,0.7
20220309,32844,30294,2550,8.42,376.802,256.475,0,0,0,0,94.5,94.4,0,76,75.9,51.7,51.8,0,51.9,52.9,53.1,52.7,53.4,0,0,0,0,0,41.9,75.7,0,56.4,50.3,47.3,51.8,57.3,60.2,302.2,370.1,208.3,105,94.9,92,48.1,60,52.6,27.3,119.3,104.3,63.7,0,7.5,8.4,20.1,8.2,7.7,5.9,3.9,2.4,0.8,22.5,59.7,5.3,2.8,2.7,8,0.3,18.2,15.6,0.7
20220310,33429,30341,3088,10.18,377.901,257.224,0,0,0,0,94.7,94.4,0,76,76,51.2,51.8,0,51.3,52.8,53,52.8,53.4,0,0,0,0,0,32.6,75.9,76.2,57.5,50.3,47.3,42.6,57.3,55.7,307.9,367.4,210.1,103.4,98.6,92,48.4,59.6,52.5,27.2,119.3,103.5,28.2,0,7.5,6.2,10.1,8.2,7.4,6,3.8,1.3,0.2,39.9,56.8,4.9,2.8,3,8,0.3,17.8,2.6,0.6
20220311,33494,30346,3148,10.37,378.358,257.535,0,0,0,0,94.6,94.4,0,76.1,76.1,51.9,51.9,0,44.1,53.1,53.1,53.1,53.3,0,0,0,0,0,33.8,76,76.3,58.4,50.3,47.4,42.7,57.3,49.9,242.4,364.8,207.8,98.9,60.8,92,48.2,45.3,51.4,26.4,105.2,91.3,34.7,0,7.3,7.1,17.6,11.9,11.1,7.5,4.5,2.7,0.5,16.1,35.5,0.6,2.8,0,1.7,0.2,15.3,14.8,174.3
20220312,31342,27904,3438,12.32,355.919,242.261,0,0,0,0,94.7,94.4,0,76.2,76,51.6,51.9,0,51.4,53.6,53.1,53.1,53.2,0,0,0,0,0,32.6,75.8,76.2,57.6,0,43.1,42.7,57.3,35.3,242.8,373.3,170.7,95.9,97,46.1,47.7,0,48.1,0,119.3,102.6,48.3,0,7.6,14.3,23.5,14.8,14.7,9.5,4.8,3.3,1.2,28.2,65,3.9,3,3.1,4,0,23.1,1.3,0.7
20220313,30246,27407,2839,10.36,338.473,230.386,0,0,0,0,94.7,94.4,0,76.2,76.1,51.8,51.8,0,50.6,53.5,52.5,51.2,53.3,0,0,0,0,0,33,76,76.2,56.7,0,37.7,42.7,52.4,35,275.1,370.9,210.3,98.3,98.6,46.1,0,0,50.8,26.4,23.7,102.1,30.9,0,8,9,14.1,14.8,14.8,9.8,4.7,5,1.6,37.1,74.5,5.4,3,6.1,4,0,22.8,2.8,0
20220314,33940,31282,2658,8.5,380.625,259.078,0,0,0,0,94.7,94.4,0,76.1,76.1,51.6,51.8,0,49.5,52.9,53.1,52.9,52.8,0,0,0,0,0,45.1,75.9,76.2,58.5,0,47.5,42.7,57.3,59.1,338.3,357.6,194.4,105.3,98.4,92,47.6,0,50.2,26,68.7,97.2,86.3,4.1,11,8.2,13.9,10.2,9.8,8,4.7,2.5,0.8,21.5,70.3,5.1,3,1.8,2.9,0.1,20.5,2.9,162.5
20220315,34837,31851,2986,9.37,393.087,267.559,0,0,0,0,94.6,94.4,0,76,76,51.4,52,0,51.6,53.4,53,53.1,53,0,0,0,0,0,47.4,75.7,76.2,58.5,0,47.4,42.7,57.3,55.4,337.5,364,213.7,100,97.4,92,47.4,0,48.4,26.6,115.3,96.7,86.8,0,9.4,5.1,2.7,19.3,9.5,5.7,4.7,2.8,1,17.8,52.8,4,2.8,3.1,6.6,0.2,22.5,52.1,158.9
20220316,34828,31969,2859,8.94,396.223,269.694,0,0,0,0,94.6,94.5,0,76.1,76,51.8,51.9,0,51.4,53.4,53,53.1,53.1,0,0,0,0,28.8,52.1,75.7,76.2,58.5,0,47.4,42.7,57.2,57.1,330.7,366.1,213.2,104,91.4,92,47.3,0,49.3,26.7,105.3,99.4,86.8,0,8,6.5,10.1,5.2,4.8,2.8,4.7,2.4,0.6,18.3,38,2.4,2.4,1.8,1.7,0.2,14.5,2.2,221.4
20220317,34821,32109,2712,8.45,398.324,271.124,0,0,0,0,94.4,94.3,0,75.9,76,51.7,52,0,0,53.4,53,52.9,53,37.3,0,0,0,51.6,51.5,75.8,76.2,58.4,0,47.4,42.7,57.2,46.2,341.7,362.7,213.3,103.4,98.6,91.8,46.9,0,49.7,26.2,119.3,97.5,42.3,36.8,13.6,6.7,11.8,4.5,4.3,2.8,4.7,1.2,0.2,17.8,29.1,0.5,2.4,1.9,1.8,0.1,18.6,3.3,220.4
20220318,35957,31533,4424,14.03,394.518,268.533,0,0,0,0,94.7,94.4,0,76.3,76.3,51.8,52,0,0,53.5,52.7,52.9,52.6,50.7,0,0,10.8,44.5,0,75.7,76,58.3,0,47.3,42.7,57.3,58.3,332.4,361.6,210.6,101.5,75.6,84.4,48.4,0,51,26.2,113.4,98.2,86.9,0,14.1,3.7,4,8.5,7.9,6,4.7,1.8,0.5,16.1,35.6,3.8,2.1,3,1.7,0.2,19,40,161.1
20220319,31020,28345,2675,9.44,363.539,247.447,0,0,0,0,94.7,94.4,75.9,76,76.1,0,52.1,0,0,53.3,53.1,50.1,52.2,50.5,0,0,30.1,33.1,0,75.5,76,59.6,0,47.3,42.7,57.2,31.6,308.2,323.3,188.5,94.7,98.7,45.9,0,0,51.4,26.6,69.8,50.5,86.5,0,11.8,7.4,10.9,12.5,12.8,8,4.6,2.7,0.8,43.8,97.3,5.4,2.1,6.1,4,0,21,26.8,0.8
20220320,30625,27575,3050,11.06,345.323,235.049,0,0,0,0,94.6,94.4,75.8,75.9,75.9,0,52,31.1,51.4,53.4,53.1,50.4,0,50.3,0,0,30.1,33,0,75.6,76.3,55.6,0,21.3,42.6,57.5,31.7,275.3,321.3,174.6,82.7,96.6,45.9,0,0,51.6,26.6,50.4,101.9,86,0,13.8,9.5,23.4,12.2,12.5,7.9,4.6,5.7,2,30.2,63.8,3.9,2.1,4,4,0,21,4.5,0
20220321,34657,31906,2751,8.62,388.612,264.513,0,0,0,0,94.5,94.3,75.9,76.1,76.1,0,51.9,53.1,51.4,53.2,53.1,52.1,0,50.5,0,0,30.4,50.9,0,75.8,76.3,58.5,46.1,47.1,0,57.4,51.6,347.5,323.1,201.8,94.6,98.6,92,48,0,51.3,26.4,119.2,98,86.3,0,12.6,7.5,7.9,7.1,6.2,5,4.6,1.8,0.6,23.2,48.6,3.3,2.1,2.8,3.3,0.2,18.7,10.3,153.6
20220322,35163,31428,3735,11.88,393.005,267.504,0,0,0,0,94.5,94.2,75.9,76,76.1,0,51.9,52,51.6,52.9,53.1,50.1,0,51.3,0,0,46.5,33.1,0,75.6,76.2,58.3,46.1,47.2,52,57.5,53,285.1,329,193.2,92.7,68.2,89.7,48.5,0,49.1,27.1,110.7,98.6,86.3,0,10.5,3.7,3.8,5.3,4.6,2.9,4.6,1.8,0.7,17.5,38.6,1,1.6,4,4,0.2,9.4,56.3,128.5
20220323,34180,30463,3717,12.2,382.899,260.626,0,0,0,0,94.4,94.3,76,76.2,76,0,50.5,51.7,51.6,53.5,53.1,52.2,0,52.6,0,0,47.3,33.2,0,74.7,76.1,58.3,46.2,47.1,52,57.4,56.1,295.4,331.3,188.9,83.4,61.5,85.5,49.3,0,44.7,27.9,105.7,96.2,86.4,0,11.5,6.2,14,7.7,7.6,6.2,1.9,2.2,1.5,15.1,59.1,5.3,1.1,4.9,8.1,0.8,14.2,62.4,0.2
20220324,33372,30991,2381,7.68,383.804,261.242,0,0,0,0,94.6,94.3,75.8,76.1,76.1,0,51.4,51.9,51.5,53.5,53.1,52.8,0,52.2,0,0,47,32.9,0,75.2,76.2,58.4,46.1,47.3,52.1,55.9,52.5,252.5,332.7,193.9,96.5,98.6,92,48.3,0,51.9,27.2,119.3,104.7,86.5,0,13.8,15.5,24.9,7.9,7.7,6,3.9,2.4,0.8,33.6,68.9,5.2,1.3,4.8,6.1,0.3,14.9,12.9,0.3
20220325,35176,31782,3394,10.68,392.331,267.046,0,0,0,0,94.6,94.2,75.9,76.1,76.2,0,50.6,52.3,51.6,53,53.1,52.8,0,51.6,0,0,30.5,33,0,75.4,76.2,58.4,55.4,47.2,47.3,57.5,41.7,317.9,320.6,191.2,94.4,85.1,92,47.4,0,50.1,26.3,119.1,93.5,86.3,0,11.6,4.1,5.5,5.5,5,3.1,5,5,1.8,20.1,57.2,1,1.6,2.4,3.3,0.3,13.7,15.6,154.1
20220326,32398,29121,3277,11.25,372.419,253.492,0,0,0,0,94.5,94.2,75.7,76.1,76,20.9,52.2,50.6,51,53,0,52.9,0,51.4,0,0,42.3,48.9,0,75.5,76.1,41.6,45.5,47.2,52.1,57.5,33.8,270.6,322,203.5,95,98.6,45.9,47.6,0,0,26.3,119.3,97.6,86.4,0,9.1,4.9,4.8,13.7,15.1,10.2,4.6,1.1,0.4,15.4,52.4,5.3,1.6,6.6,8.1,0.4,17.5,27.2,2
20220327,30317,26903,3414,12.69,339.659,231.193,0,0,0,0,94.8,94.4,75.9,76.1,76,32.8,53.1,50.1,50.9,52.5,0,53.2,0,52.5,0,0,47.5,32.5,0,75.4,76.2,41.6,45.2,47.2,52,47.7,34.4,277.6,326.7,193.3,86.8,36.3,0,0,0,44.6,27.4,37.7,45.8,48.3,0,9.2,6.1,12.8,17.7,19.2,12.8,4.6,3.7,1.3,15.2,66.8,5.3,1.6,6.6,8.1,0.8,21.4,58,0
20220328,33728,30659,3069,10.01,373.37,254.14,0,0,0,0,94.6,94.2,75.7,76,75.9,33.5,51.9,49.5,50.5,53,0,52.8,0,51.3,0,0,47.6,32.6,0,75.3,76.2,58.4,60.2,47.1,52,57.5,41.2,275.5,336.1,203.7,96.1,45.7,92,49,0,53.1,27.6,119.3,105.8,32.4,0,9,9.1,15.7,21,19.1,12,5,2.7,1.4,38.1,71.7,4.8,1.6,6.5,8.1,0.7,23.8,41.4,0.6
20220329,33906,31129,2777,8.92,386.192,262.867,0,0,0,0,94.5,94.2,75.9,76.3,76.3,32.6,52.3,50.4,50.2,53.2,0,52.6,0,51.1,0,0,47.6,32.4,0,75.4,76.2,57.5,46.1,47.2,51.9,57.5,55.8,283.7,331.5,212.2,94.4,36.4,92,47.6,0,51.7,26.8,119.4,102.4,52.8,0.3,9.9,12.9,24.4,21,19.2,13,4.1,5.1,1.9,36.3,72.9,4.8,1.6,7.7,8.1,0.9,24,52.9,2.2
20220330,36103,31767,4336,13.65,392.302,267.026,0,0,0,0,94.5,94.2,76.1,76.2,76.3,33,52.6,50.4,50.8,53.3,0,52.1,0,50.6,0,0,47.4,27.6,0,75.3,76.2,57.6,46.1,47.1,56.8,57.4,54.1,283.7,321.4,209.2,93.2,44.3,86.8,44.2,0,46.7,25.8,103.1,92.7,60.3,0,8.4,17.1,36.2,20.6,19.1,13,4.6,4.4,2.1,16.5,36.3,2.4,1.6,4.7,8.1,0.6,29.3,9.1,185.2
20220331,35965,31785,4180,13.15,392.122,266.903,0,0,0,0,94.4,94.1,75.9,76,76,33.4,52.4,48.8,51.1,53.3,0,50.6,0,50,0,0,47.6,41.9,0,75.5,76,57.2,46.2,47.1,51.9,57.5,54.7,256.4,324.3,208.9,85.7,45.3,92.5,47.9,0,50.6,26.6,79,97.4,74.3,0,11,15.2,24.1,20.2,18.9,13,4,5.4,2.1,15.5,43.1,1.9,1.6,2.8,8.1,0,26,75.5,157.5
20220401,36274,29914,6360,21.26,368.771,227.66,0,0,0,0,94.5,94.2,76.1,76.2,76.3,33.3,50.5,48.7,48,53.5,49.3,52.9,51.1,51,0,0,47.5,52,0,75.2,76.1,0,47.1,47.2,52,57.4,37.7,244.5,275.1,206.1,62.8,36.4,45.9,48.5,0,0,0,68.9,70.5,28.2,0,6.7,16.2,33.1,17.7,19.1,12.8,0.5,0.8,0.2,15,9.6,0.7,1.6,0,6.1,0,17.4,74.3,298.4
20220402,30207,27769,2438,8.78,344.608,212.742,0,0,0,0,94.7,94.3,0,76,76,32.5,51.1,48.8,51,52.9,0,52.6,0,50.6,0,0,47.5,51.8,51.7,75.3,76.2,0,47.1,47.1,0,57.4,33.2,250.2,244.7,190.9,56.6,98.7,45.9,48.7,0,53.6,27.9,119.2,79.6,42.7,0,9.4,9.1,26.6,15.5,16.8,11.7,4.6,0,0.4,29.6,70.5,4.8,3,4.1,8,0.5,18.9,73.3,0.9
20220403,30188,26157,4031,15.41,322.115,198.856,0,0,0,0,94.7,94.3,12.6,76.1,76.1,33.9,51.6,50.4,51.2,53.1,0,52.3,53.1,51.2,0,0,47.5,51.8,51.6,75,76,0,37.7,47.2,0,52.6,34.7,239.5,241.3,219.3,66.8,36.3,45.9,0,0,53.3,27.7,45.7,53.2,13.4,0,8.8,9.9,18.8,14.9,17.5,12.8,2.6,0,0.5,33.4,81.3,5.3,3.2,8.3,8,0.9,22.3,72.2,0
20220404,29508,26425,3083,11.67,320.742,198.009,0,0,0,0,94.6,94.3,76,76.1,76.2,32.1,52.5,52.6,51.2,52.5,0,53.1,52.9,50.3,0,0,47.6,52,51.5,75.2,76.2,0,37.7,47.2,0,52.3,33.4,227.1,273.6,173,68.9,98,0,0,0,52,27,46.1,52.3,13.2,0,9.3,2.5,5.4,7.6,8.6,6.6,2.8,0,0.4,35.2,88.8,5.3,2.9,9.6,8,1.1,29.5,58.7,0
20220405,30213,27053,3160,11.68,322.81,199.285,0,0,0,0,94.6,94.1,76,76.1,76.2,29.5,51.9,51.5,50.8,52.2,0,53.1,51.9,49.9,0,0,43.8,51.8,51.5,75.3,76.2,0,37.5,47.1,0,52.4,33,245.9,273,178.7,67.2,63.6,45.9,48.2,0,52.2,27.2,48.7,52.4,13.9,0,9,10.7,21.1,14.9,15.7,11.5,4,0,0.4,32.4,87.2,3.9,2.9,4,8,0.9,29.7,16.3,0
20220406,34494,30775,3719,12.08,366.479,226.245,0,0,0,2.6,94.6,94.1,75.8,75.9,75.9,31.8,52.9,49.8,48.9,52.8,0,53.1,53,51.3,0,0,47.4,51.8,51.4,75.3,76.2,0,46.3,42,0,57.3,57.1,247.8,271.1,210.5,56.8,85.3,65.2,47.8,0,47.3,26.3,103.6,93.1,72.1,0,8.2,10.2,20.3,16.5,18,12.5,4.5,2.1,0.6,0,32.9,5,3.1,3.1,8,0.6,25.8,44.3,183.5
20220407,33794,30819,2975,9.65,376.808,232.621,0,0,0,36.2,94.7,94.3,76.1,76.2,76.3,33.6,52.6,51.1,49.4,52.8,0,53.1,53.1,50.1,0,26,40,51.9,52.2,75.4,76.2,0,47.2,45,0,57.3,55.9,239.3,273.2,209.4,63.3,41.6,85.7,48,0,42.4,26.6,109.4,93.3,28.1,0,8.1,10.1,17.4,17.7,19.1,12.5,4.6,4.6,1.2,15.7,40.7,3.9,1.1,0,8,0.7,25.4,71.7,153.8
20220408,35327,31376,3951,12.59,381.483,235.507,0,0,0,68.3,94.7,94.3,75.8,75.8,76,32.9,53.8,52.3,51.2,53.3,0,53.2,52.9,50.1,0,43.1,43.5,52,52.1,75.3,76.3,0,38.7,32.3,18.3,57.2,58,219.5,270.3,210.7,51.9,87,90.8,47.4,0,22.9,26.4,119.3,100.4,34,0,8.5,6.1,13.3,16.2,17.1,12.6,4.7,5.4,2.1,14.3,49.8,1,3,1.1,8,0.7,20.4,34.8,178.8
20220409,32606,28868,3738,12.95,358.599,221.38,0,0,0,89.3,94.7,94.2,76,76.1,76.2,32.6,50.7,32.4,50.3,52.4,0,52.2,52.5,49.6,0,40.4,35.9,52,52.2,75.2,76.2,0,38.7,38.9,38.1,57.3,30.7,239.8,281.4,199.3,63.5,54.4,46,0,0,51.1,0,119.3,101.3,13.4,0,9,9.6,25.2,15.8,17.1,11.6,4.5,4.9,1.9,29.9,69.2,5.3,3,5.1,8,0.8,20.6,9.5,12.6
20220410,31900,27983,3917,14,342.366,211.358,0,0,0,98.2,94.6,94.2,76,76,76.1,34,53.1,50.6,51,52.8,0,52.9,53.2,49.6,0,40.9,35.9,52,52,75.3,76,0,37.7,42.3,42.3,52.4,31.5,239.6,270.9,196.7,86,57.4,0,0,0,50.8,26.3,50.4,100.2,13.4,0,9.2,9.4,15,10.7,11.4,8,4.9,5.2,2,30.3,67.7,4.9,3,4.8,8,0.7,19.4,7.7,0
20220411,36575,33078,3497,10.57,388.365,239.755,0,0,0,98.4,94.5,94.2,76,76,76.2,34.5,54.3,51.7,51.1,52.7,0,53.1,53.3,49.1,0,40.3,40.1,52,52.1,75.3,76.2,0,46.2,42.2,56.8,57.2,55.5,250.7,278.3,203.1,86.8,87.6,91.4,46.8,0,49.9,25.9,115.3,97.5,38.7,0,8.6,10.9,22.9,15.4,16.5,11.1,5.1,4.7,1.6,15.8,44.7,5.6,3,4.6,8.1,0,16.3,8.1,177.2
20220412,38080,33605,4475,13.32,403.404,249.04,0,0,0,98.2,94.5,94,75.9,75.9,76.1,33.8,53.6,51.5,51.1,52.4,0,53.1,53.1,48.7,0,40.9,40.2,52,51.9,74.9,76.2,0,45.9,47.5,53,0,45.4,271.6,270,208,82.5,84.8,81.4,46.5,0,48.5,25.6,119.1,96.3,59.2,0,11.2,3.3,3,5.4,6.6,3.9,5.1,5.2,2,14.4,15,1,3,1.9,5.6,0.6,17.2,9.1,386
20220413,38156,33877,4279,12.63,406.687,251.067,0,0,0,98,94.3,94,75.8,75.7,75.8,34.8,53.9,51.4,51.1,52.7,0,53,53.3,49.4,0,40.5,40.6,51.9,51.8,74.8,76.1,0,44.8,47.2,52.7,0,56.7,282.6,271.1,204,83.7,88.3,90.8,46.4,0,49.9,25.9,119.2,97.2,58.7,0,9.7,3,3.7,8.4,8.2,5.9,5,3.6,1.4,15.2,15.9,2.6,2.8,1,5.6,0.5,15.2,7.1,381.9
20220414,37811,32705,5106,15.61,399.066,246.362,0,0,0,98,94.6,94.2,76.1,76.1,76.3,31.2,53.9,50.2,50.1,51.3,0,50.4,52.1,49.4,0,40.7,40.5,51.9,52.2,74.4,76.2,0,49.8,47.3,53.4,0,47.7,249.2,275.5,213,88,72.4,92,47.7,0,28.9,25.7,105.1,96.8,28.4,0,8.8,3.1,3.6,8.8,7.8,5.3,5,3.7,1.5,15.6,31.4,0,2.8,0.2,4.5,0.6,16.9,56.3,306.6
20220415,35279,31605,3674,11.62,383.16,236.543,0,0,0,98.2,94.5,94.2,76,76,76.1,34.6,46.8,49.3,47.5,48.7,0,48.9,46.3,49.4,0,40.5,40.7,52,51.8,74.4,76.2,0,50.3,43,42.8,0,34.9,241.5,278.5,156.4,84.6,98.6,92,48.4,0,51.4,26.5,119.3,98.3,21.1,0,8.5,11.3,16.8,16,16.7,11.1,3.4,2.7,1.4,15.4,34.8,2.5,2.8,2.7,4.4,0.4,19,75.5,173.8
20220416,31598,27840,3758,13.5,351.815,217.192,0,0,0,98.3,94.6,94.2,76,76,76,32.9,47.2,47.7,46.4,33.5,0,47.6,48.5,49.5,0,40.3,40.5,52.1,52,74.3,76,0,50.4,47.2,47.3,0,31.5,209.3,226.6,146.2,86.1,95,43.6,0,0,48.7,0,113.1,95.3,14.7,0,8.9,9,15.4,16.2,17.1,11.4,2.9,3.4,1.3,30.1,66.5,4.8,2.4,4.9,8,0.2,23.1,69.9,5.6
20220417,30332,27028,3304,12.22,328.983,203.097,0,0,0,98.4,94.5,94.2,75.9,75.9,75.8,32.6,53.3,52.1,51.1,48.7,0,53.2,53.2,49.7,0,40.4,40.2,51.8,52,74.3,76.2,0,37.7,42.3,30.6,0,31.7,217.8,275.6,141.7,82.1,98.6,0,0,0,47.8,26.9,0,99.1,15.3,0,9.1,8.1,15.5,15.7,16.9,11.8,5,3.9,1.5,25.4,60.5,5.3,2.4,5.1,8,0.8,24.1,39.7,4.8
20220418,34168,31422,2746,8.74,371.552,229.376,0,0,0,98.4,94.3,94,76.1,76,76.2,33.4,52.8,51.4,51.2,53,0,53.1,53.2,49.2,0,39.8,40,52,51.9,74.3,76,0,0,47.4,54.8,0,53.9,257,275.7,152.2,92.5,98.7,92,36.9,0,51.6,25.9,119.3,99.6,75.3,0,9,6.7,12.7,15.8,17,11.4,4.9,3.9,1.4,26.6,53.1,1.9,2.2,2.3,3.6,0.2,16,41.3,100.3
20220419,34045,31218,2827,9.06,380.086,234.645,0,0,0,98.3,94.4,94.1,75.9,76,76,32.9,53.3,52.4,51.5,52.9,0,52.7,53.7,49.3,0,33,33.3,52,52.1,74.5,76.2,0,48.1,47.1,57.1,0,53.9,274.5,281,148.7,86.5,98.6,92,48.9,0,52.7,26.5,119.3,103.2,45.9,0,10.5,10.3,19.2,15.5,17.1,12,4.8,3.6,1.3,15.1,39.6,4.9,2.1,2,4.1,0.3,15.8,41.3,46.1
20220420,34960,31713,3247,10.24,384.549,237.399,0,0,0,98.4,94.5,94.2,76,76,76,41.8,53.4,52.4,51.1,53.4,0,53.2,53.2,49.2,0,36.1,35.9,52.1,52,74.2,76.1,0,51,47.2,57,0,33.4,273.2,272.3,144.4,85.8,98.6,92,47.8,0,51.2,26.6,119.3,99.2,47.2,0,10.3,13.6,31.8,15.9,17.1,12,5,2.2,0.8,14.6,38.7,3.7,2.1,3.3,6.2,0.2,11,21.7,135.1
20220421,35052,32539,2513,7.72,391.21,241.512,0,0,0,98.4,94.3,94,75.8,75.8,75.9,44.7,51.4,52.4,51,53.4,0,53.1,52.6,49.2,0,40.5,39.9,52.1,51.6,74.4,76.2,0,49.9,47.3,55.2,0,33,282.4,271.9,153.9,96.3,53.7,91.8,47.2,0,50.3,26.3,118,98.3,70.5,2.3,10.8,15,29.9,15.8,17.1,11.1,5,1.9,0.6,38.8,59.9,3.5,2.1,2.6,5.1,0.2,19.5,4.9,171.8
20220422,36401,33799,2602,7.7,401.943,248.138,0,0,0,98.3,94.3,94,75.9,76,76,43,53.6,52.2,50.7,53.1,0,52.8,52.3,50.8,0,47.7,47.2,51.9,51.9,73.5,76.2,0,50.8,47.2,57,0,34.4,281.7,271.6,186.3,96,53.7,91.6,46.3,0,49.5,25.8,119.3,95.4,76,0,13.4,13.7,29,13,13.3,10.9,4.9,1.9,0.3,19.9,46.4,1.3,2.1,4,4.6,0.2,18.3,4.9,293.1
